comunidad_id,departamento,municipio,zona_geografica,tipo_comunidad,altitud_msnm,poblacion_total,menores_5,adultos_mayores,gestantes,personas_discapacidad,distancia_km,tiempo_acceso_min,acceso_vial,transporte_disponible,agua_potable,alcantarillado,puesto_salud_cercano,cobertura_salud_pct,cobertura_vacunacion_pct,casos_prioritarios_30d,enfermedades_cronicas,alerta_epidemiologica,ultima_brigada_dias,brigadas_ultimos_12m,demanda_insatisfecha_pct,conectividad,temporada,riesgo_inundacion,riesgo_deslizamiento,indice_necesidad,indice_acceso,indice_vulnerabilidad,indice_brecha,puntaje_prioridad,prioridad,split
COM-00036,Quindío,Pijao,Andina,Rural dispersa,1793,1007,203,114,48,20,29.65,100.5,Bueno,Terrestre,1,1,0,68.85,68.62,3,93,0,93,1,49.33,Regular,Seca,0.14,0.39,30.57,34.92,48.66,51.36,39.66,BAJA,train
COM-00037,Cundinamarca,Nimaima,Andina,Rural dispersa,1819,333,33,20,5,7,54.86,144.01,Muy difícil,Terrestre,1,0,0,64.97,82.71,1,22,0,441,1,70.03,Baja,Seca,0.39,0.26,23.81,81.23,39.84,88.01,52.03,MEDIA,train
COM-00038,Huila,San Agustín,Andina,Afrodescendiente,850,99,18,9,2,4,8.72,40.0,Regular,Terrestre,1,0,1,80.65,68.68,0,9,1,18,1,57.27,Baja,Seca,0.2,0.39,38.49,20.36,57.42,25.16,27.14,BAJA,train
COM-00039,Chocó,Lloró,Pacífica,Indígena,91,170,27,14,7,4,32.89,184.41,Regular,Fluvial,0,1,0,78.42,60.86,3,11,0,156,1,17.24,Sin conexión,Lluvias,0.59,0.4,48.21,54.45,53.93,46.4,36.84,BAJA,val
COM-00040,Cauca,Caloto,Andina,Indígena,1706,525,61,85,22,18,21.24,92.96,Difícil,No disponible,1,0,0,80.49,87.57,3,54,0,75,1,31.29,Buena,Transición,0.28,0.49,36.87,59.21,60.09,41.89,47.41,MEDIA,test
COM-00041,Santander,Vetas,Andina,Campesina,1476,249,52,31,2,3,76.05,92.96,Bueno,Motocicleta,1,0,0,74.38,72.88,0,26,0,61,0,3.06,Baja,Lluvias,0.35,0.55,18.58,56.62,59.98,28.85,43.5,MEDIA,train
COM-00042,Valle del Cauca,Vijes,Andina,Campesina,1282,69,13,7,2,5,13.96,48.81,Regular,Terrestre + 4x4,0,0,1,79.88,94.15,0,5,0,41,2,44.51,Buena,Lluvias,0.3,0.31,9.0,24.74,79.8,22.93,20.35,BAJA,train
COM-00043,Atlántico,Puerto Colombia,Caribe,Rural,27,449,97,27,16,31,23.84,39.31,Bueno,Terrestre,0,0,0,79.94,62.42,2,39,0,14,1,27.39,Baja,Lluvias,0.25,0.0,37.78,19.78,78.47,32.71,38.88,BAJA,val
COM-00044,Cundinamarca,Cota,Andina,Rural dispersa,2936,438,98,27,20,26,37.14,153.17,Bueno,Limitado,0,0,0,90.67,87.29,2,27,1,47,4,2.0,Buena,Transición,0.32,0.31,48.24,56.57,79.69,26.68,55.92,ALTA,train
COM-00045,Cundinamarca,San Bernardo,Andina,Rural dispersa,2473,228,25,28,11,10,27.82,104.5,Regular,Limitado,0,0,0,64.93,98.0,1,23,0,79,1,47.37,Baja,Seca,0.14,0.54,28.23,50.81,71.31,48.82,50.54,MEDIA,train
COM-00046,Bolívar,Turbaná,Caribe,Indígena,134,394,74,42,24,17,57.82,143.84,Bueno,Terrestre,0,1,0,98.0,90.14,2,41,0,116,3,49.44,Baja,Transición,0.43,0.13,33.67,57.68,65.72,54.28,45.08,MEDIA,val
COM-00047,Chocó,Medio San Juan,Pacífica,Indígena,83,87,10,6,3,5,32.76,229.41,Regular,No disponible,1,0,0,70.81,62.93,2,5,0,8,1,18.92,Baja,Seca,0.6,0.35,46.87,69.38,50.11,28.57,42.86,MEDIA,val
COM-00048,Putumayo,Sibundoy,Amazonía,Afrodescendiente,987,206,30,15,6,7,4.34,23.73,Regular,Fluvial,1,0,1,49.94,65.44,2,20,0,347,3,2.0,Buena,Lluvias,0.31,0.51,50.08,14.92,50.83,40.8,42.91,MEDIA,train
COM-00049,Córdoba,San Antero,Caribe,Afrodescendiente,132,93,23,15,4,2,33.14,188.42,Regular,No disponible,0,1,0,77.11,49.06,0,12,0,153,0,42.14,Regular,Seca,0.36,0.41,28.19,69.57,75.22,55.98,51.14,MEDIA,test
COM-00050,Atlántico,Ponedera,Caribe,Rural dispersa,12,138,16,14,3,3,23.73,134.87,Bueno,Limitado,1,0,0,54.54,76.44,0,13,1,110,2,23.17,Regular,Lluvias,0.33,0.0,36.49,46.84,48.2,43.02,34.26,BAJA,train
COM-00051,Magdalena,San Zenón,Caribe,Campesina,225,1078,196,159,14,46,7.8,11.49,Regular,Terrestre,0,0,1,72.04,70.0,5,81,0,69,0,51.98,Sin conexión,Transición,0.43,0.39,35.07,14.2,79.0,29.42,47.05,MEDIA,train
COM-00052,Antioquia,Sabaneta,Andina,Afrodescendiente,1575,326,70,56,14,13,32.4,160.17,Difícil,No disponible,1,1,0,55.28,68.05,2,48,0,241,2,16.6,Baja,Lluvias,0.34,0.35,48.85,76.2,59.73,56.77,60.22,ALTA,test
COM-00053,Valle del Cauca,El Cerrito,Andina,Rural dispersa,1768,390,82,33,16,14,7.31,15.4,Bueno,Terrestre + 4x4,0,0,0,74.79,53.17,3,34,1,194,1,32.67,Baja,Transición,0.34,0.54,72.77,6.73,77.32,57.32,50.89,MEDIA,train
COM-00054,Boyacá,Jenesano,Andina,Rural dispersa,3661,384,86,54,14,23,38.11,114.03,Regular,Terrestre + 4x4,0,0,0,50.13,77.54,0,53,0,68,0,45.71,Buena,Seca,0.23,0.46,20.54,49.86,88.66,46.78,42.77,MEDIA,train
COM-00055,Valle del Cauca,Argelia,Andina,Afrodescendiente,1380,339,79,45,12,20,21.5,31.66,Regular,Terrestre,1,1,0,88.58,76.53,1,34,0,188,0,25.72,Baja,Seca,0.36,0.32,28.87,25.08,58.57,53.79,35.45,BAJA,train
COM-00056,Boyacá,Buenavista,Andina,Indígena,3618,348,77,47,16,5,13.23,24.32,Bueno,Terrestre,0,0,0,72.75,73.35,1,42,0,119,2,2.0,Regular,Transición,0.25,0.64,31.56,11.48,83.03,35.67,41.78,BAJA,train
COM-00057,Cundinamarca,Viotá,Andina,Rural dispersa,2996,328,48,49,13,4,21.81,45.73,Difícil,Terrestre,1,0,0,66.69,69.03,0,41,0,45,1,37.89,Regular,Seca,0.12,0.47,21.79,35.05,59.24,40.78,33.62,BAJA,train
COM-00058,Valle del Cauca,Yumbo,Andina,Campesina,1441,588,63,69,25,18,57.04,350.39,Muy difícil,No disponible,1,1,0,68.98,70.99,4,44,0,518,0,38.49,Buena,Lluvias,0.42,0.44,43.4,98.52,37.88,75.4,60.17,ALTA,train
COM-00059,Caldas,Belalcázar,Andina,Rural dispersa,2311,196,17,31,3,10,43.7,140.09,Bueno,Limitado,1,1,0,82.36,66.24,0,20,0,59,2,51.38,Regular,Seca,0.27,0.48,20.33,57.87,39.61,47.93,43.44,MEDIA,test
COM-00060,Casanare,La Salina,Orinoquía,Indígena,189,148,34,22,7,2,17.04,49.11,Regular,Terrestre,0,0,0,61.55,48.16,1,16,0,730,0,27.95,Sin conexión,Transición,0.36,0.11,53.39,26.34,85.9,71.18,52.0,MEDIA,train
COM-00061,Córdoba,San Bernardo del Viento,Caribe,Rural,95,712,72,104,9,43,4.2,5.39,Regular,Terrestre,0,1,1,57.58,65.47,6,90,0,172,1,18.72,Buena,Lluvias,0.22,0.35,53.0,11.18,55.76,28.99,33.07,BAJA,val
COM-00062,Cundinamarca,Bojacá,Andina,Campesina,1907,388,76,41,18,21,17.62,50.09,Bueno,Terrestre,0,1,1,76.13,66.62,2,30,0,177,0,53.63,Buena,Lluvias,0.25,0.47,38.36,18.83,66.17,43.58,41.11,BAJA,train
COM-00063,San Andrés y Providencia,Providencia y Santa Catalina Islas,Caribe,Rural,2,185,25,11,7,14,39.63,124.15,Difícil,Marítimo,1,0,0,91.94,61.16,1,10,0,6,2,64.66,Regular,Lluvias,0.18,0.0,38.68,59.65,54.21,46.61,48.55,MEDIA,train
COM-00064,Tolima,Fresno,Andina,Rural,720,472,70,83,9,21,8.6,40.7,Bueno,Limitado,1,0,1,84.12,67.46,1,56,0,19,1,23.55,Baja,Lluvias,0.36,0.5,30.1,20.44,64.35,11.79,24.91,BAJA,val
COM-00065,Córdoba,Cotorra,Caribe,Indígena,163,787,111,115,14,52,19.07,80.44,Difícil,Limitado,1,0,1,67.85,65.71,1,92,1,50,0,38.85,Regular,Seca,0.46,0.16,47.06,48.62,62.22,21.79,45.22,MEDIA,train
COM-00066,Cauca,Corinto,Andina,Rural dispersa,1803,139,27,24,6,6,22.38,103.68,Difícil,Limitado,0,0,0,71.7,78.01,0,17,0,284,0,54.58,Baja,Transición,0.08,0.48,18.83,54.93,87.68,77.33,50.25,MEDIA,train
COM-00067,Huila,Neiva,Andina,Rural dispersa,1058,654,80,66,18,46,30.26,59.48,Regular,Terrestre,1,0,0,73.04,72.07,4,72,0,519,0,42.69,Regular,Transición,0.29,0.42,43.85,35.03,55.87,77.08,58.25,ALTA,train
COM-00068,Boyacá,Tibaná,Andina,Indígena,2859,196,40,30,3,8,30.73,98.41,Bueno,Limitado,1,0,0,68.2,80.44,0,15,0,59,3,4.36,Buena,Transición,0.17,0.72,13.52,43.05,67.6,29.12,31.14,BAJA,train
COM-00069,Cauca,Puracé,Andina,Rural,1785,473,42,26,17,15,38.05,221.95,Muy difícil,No disponible,1,1,0,86.0,71.45,1,25,0,45,0,39.77,Baja,Seca,0.23,0.45,22.31,89.03,26.91,41.53,40.51,BAJA,train
COM-00070,Norte de Santander,La Esperanza,Andina,Rural,1743,234,44,13,6,13,53.26,159.28,Bueno,Terrestre,0,0,0,68.55,51.32,2,19,1,628,2,13.84,Regular,Seca,0.31,0.55,72.72,56.63,71.34,65.54,76.48,CRÍTICA,train
COM-00071,Boyacá,Santa María,Andina,Rural dispersa,2334,830,156,107,19,25,19.68,26.73,Bueno,Terrestre,0,0,1,53.09,85.56,3,109,1,159,1,39.13,Regular,Transición,0.2,0.49,51.92,15.19,77.08,35.53,33.41,BAJA,train
COM-00072,Tolima,Armero,Andina,Rural dispersa,875,363,83,28,6,18,3.85,27.49,Regular,Limitado,1,0,0,97.56,83.35,0,18,0,104,1,23.75,Baja,Seca,0.38,0.41,9.95,23.42,62.33,42.5,28.47,BAJA,train
COM-00073,Antioquia,Maceo,Andina,Afrodescendiente,1899,1410,243,251,25,96,39.24,203.18,Difícil,Limitado,1,0,0,92.16,63.54,5,204,0,432,1,37.5,Buena,Seca,0.03,0.42,39.59,72.62,70.51,75.0,61.62,ALTA,train
COM-00074,Valle del Cauca,Tuluá,Andina,Afrodescendiente,1689,286,42,14,11,22,28.22,43.57,Bueno,Terrestre + 4x4,0,0,0,78.41,56.34,1,15,0,185,3,46.79,Buena,Lluvias,0.42,0.48,32.33,22.82,69.61,61.84,38.01,BAJA,train
COM-00075,Tolima,Rioblanco,Andina,Campesina,991,53,4,7,1,3,22.76,36.61,Regular,Terrestre,0,0,0,80.42,84.49,2,4,0,77,0,20.34,Regular,Lluvias,0.33,0.49,42.2,26.7,66.02,37.76,39.53,BAJA,train
COM-00076,Nariño,Colón,Andina,Rural dispersa,2175,410,66,67,15,6,85.44,474.62,Difícil,No disponible,0,0,0,73.42,34.75,3,35,0,409,1,53.41,Buena,Transición,0.32,0.49,57.38,100.0,77.8,81.36,77.53,CRÍTICA,test
COM-00077,Norte de Santander,Santiago,Andina,Campesina,1723,348,53,42,6,23,122.43,572.94,Difícil,No disponible,1,1,0,70.61,52.6,2,27,0,34,1,27.46,Buena,Seca,0.22,0.52,44.97,100.0,45.35,35.23,54.21,ALTA,val
COM-00078,Córdoba,San Carlos,Caribe,Rural dispersa,141,422,91,66,15,22,32.57,130.04,Bueno,No disponible,0,0,0,75.19,70.07,2,42,0,29,1,68.16,Baja,Lluvias,0.5,0.25,37.89,57.29,88.51,50.89,42.31,MEDIA,train
COM-00079,Boyacá,Paya,Andina,Rural dispersa,3108,823,151,121,26,43,25.49,27.9,Bueno,Terrestre + 4x4,1,0,0,76.69,90.54,4,90,0,12,1,46.24,Regular,Seca,0.24,0.52,33.21,18.32,67.73,40.0,44.64,MEDIA,train
COM-00080,Cesar,Pelaya,Caribe,Rural dispersa,286,172,37,10,4,13,39.04,59.68,Regular,Terrestre,1,1,0,93.04,46.61,1,14,0,404,1,51.53,Regular,Transición,0.32,0.36,47.41,39.46,47.36,80.61,54.21,ALTA,test
COM-00081,Santander,Sucre,Andina,Rural,1030,459,58,40,9,7,70.35,449.62,Difícil,Limitado,1,1,0,81.82,52.79,4,45,0,62,3,30.66,Baja,Transición,0.43,0.59,53.97,88.17,31.61,40.01,56.98,ALTA,train
COM-00082,Córdoba,Tuchín,Caribe,Rural,175,385,44,43,16,27,48.6,250.87,Regular,Limitado,1,0,0,65.51,68.64,3,43,0,58,1,17.75,Regular,Seca,0.53,0.21,50.58,70.3,57.98,34.35,54.28,ALTA,val
COM-00083,Tolima,Guamo,Andina,Rural dispersa,944,281,59,39,9,10,12.46,79.91,Regular,No disponible,1,0,0,63.73,45.67,1,33,1,137,2,24.79,Regular,Transición,0.35,0.59,62.28,45.21,67.99,47.04,53.57,MEDIA,train
COM-00084,Atlántico,Manatí,Caribe,Rural dispersa,19,554,73,47,16,12,36.18,51.18,Regular,Terrestre,1,0,0,82.95,60.32,1,34,0,183,1,29.51,Sin conexión,Transición,0.37,0.03,25.26,36.33,49.0,54.68,44.39,MEDIA,train
COM-00085,Meta,Mesetas,Orinoquía,Rural,518,618,131,66,22,42,1.0,9.78,Difícil,No disponible,0,1,0,64.62,62.25,1,50,0,67,2,40.46,Sin conexión,Transición,0.38,0.08,25.89,32.46,68.75,44.56,32.25,BAJA,train
COM-00086,Norte de Santander,Los Patios,Andina,Indígena,1395,244,53,36,15,10,13.91,29.65,Bueno,Terrestre,0,0,1,75.56,82.13,0,21,0,232,2,48.08,Baja,Transición,0.2,0.64,13.97,12.88,89.46,48.23,25.95,BAJA,train
COM-00087,Norte de Santander,Bochalema,Andina,Rural dispersa,1090,613,93,96,24,33,24.78,36.79,Regular,Terrestre,1,0,0,88.67,61.2,2,73,0,278,2,27.26,Sin conexión,Lluvias,0.26,0.44,36.6,27.75,66.08,65.65,50.15,MEDIA,test
COM-00088,Chocó,Juradó,Pacífica,Afrodescendiente,92,683,107,83,37,8,108.49,526.24,Bueno,Fluvial,1,1,0,59.77,53.24,0,47,0,11,1,40.14,Buena,Seca,0.58,0.5,20.91,75.0,43.79,37.43,42.37,MEDIA,test
COM-00089,Bolívar,Talaigua Nuevo,Caribe,Rural dispersa,194,689,78,90,19,25,40.97,280.31,Muy difícil,Limitado,0,1,0,73.04,55.54,4,53,0,23,2,32.91,Regular,Seca,0.6,0.07,44.25,83.48,54.16,36.04,45.59,MEDIA,train
COM-00090,Nariño,Túquerres,Andina,Indígena,2092,484,96,79,22,20,18.73,23.73,Regular,Terrestre,1,0,1,77.92,74.04,4,56,0,208,1,20.05,Buena,Transición,0.24,0.79,49.36,22.11,72.06,34.02,36.76,BAJA,val
COM-00091,Huila,Altamira,Andina,Indígena,915,710,129,95,13,53,28.41,118.14,Regular,Limitado,0,0,0,77.0,94.92,1,53,0,24,3,34.15,Regular,Lluvias,0.28,0.46,14.62,53.83,81.98,36.66,40.44,BAJA,train
COM-00092,Boyacá,El Cocuy,Andina,Indígena,3127,50,11,3,2,2,88.5,147.0,Difícil,Terrestre + 4x4,0,0,0,71.31,74.31,1,2,0,730,1,39.71,Regular,Seca,0.27,0.59,41.71,88.65,75.82,75.88,78.81,CRÍTICA,train
COM-00093,Huila,Palestina,Andina,Rural dispersa,1004,950,178,123,10,21,26.92,169.15,Difícil,No disponible,0,0,0,62.66,65.98,4,108,0,133,0,41.33,Buena,Lluvias,0.37,0.34,38.42,73.46,74.48,53.16,61.18,ALTA,train
COM-00094,Boyacá,La Uvita,Andina,Rural,2503,133,24,14,1,10,51.28,459.61,Muy difícil,No disponible,1,0,0,62.45,73.34,0,13,0,91,0,53.86,Regular,Transición,0.2,0.69,17.77,95.64,61.89,52.92,40.82,BAJA,val
COM-00095,Valle del Cauca,Buenaventura,Andina,Rural dispersa,1461,219,49,16,11,13,29.9,91.83,Regular,Terrestre + 4x4,0,0,0,72.38,58.72,1,13,0,123,1,43.33,Regular,Lluvias,0.38,0.34,36.58,41.32,81.72,52.71,55.99,ALTA,train
COM-00096,Boyacá,Nobsa,Andina,Campesina,2517,237,48,14,2,14,37.13,74.11,Bueno,Terrestre + 4x4,1,1,0,96.7,60.36,3,14,1,440,1,13.37,Buena,Seca,0.13,0.49,67.8,33.39,41.89,65.35,50.39,MEDIA,val
COM-00097,Tolima,Ibagué,Andina,Afrodescendiente,818,835,169,52,16,12,10.6,36.91,Regular,Limitado,0,1,0,84.94,69.51,4,37,0,133,0,20.0,Regular,Seca,0.26,0.43,32.74,28.68,52.95,44.62,33.2,BAJA,train
COM-00098,Nariño,Francisco Pizarro,Andina,Rural dispersa,2757,396,87,59,19,29,41.72,200.22,Difícil,Terrestre,1,1,0,82.34,80.8,2,45,1,96,0,50.53,Regular,Transición,0.33,0.56,57.33,65.86,62.35,52.21,70.1,CRÍTICA,train
COM-00099,Atlántico,Santo Tomás,Caribe,Rural,18,184,17,21,2,3,26.96,58.01,Bueno,Terrestre,0,0,0,70.31,59.87,0,16,0,28,3,35.7,Regular,Transición,0.33,0.08,20.73,25.08,59.74,37.78,24.04,BAJA,train
COM-00100,Caldas,Samaná,Andina,Indígena,1669,192,35,18,4,4,29.81,118.16,Bueno,No disponible,0,0,0,72.16,64.22,1,12,0,8,1,30.62,Buena,Lluvias,0.3,0.56,37.82,53.54,70.44,33.25,51.58,MEDIA,train
